TIEMPO_EMPRESA,ANALFABETISMO,EDUCACION,GENERO,EDAD,SINDICADO,SEGUNDO_TRABAJO,HORAS_REMUNERADAS,HORAS_NO_REMUNERADAS,EXPERIENCIA,ln_INGRESOS,ING_H,ln_ING_H,INDIGENA,AFRO
0,0,8,1,20,0,0,48,25,6,13.997832114758229,6250,8.740336742730447,0,0
0.16666666666666666,0,8,1,20,0,0,20,31,6,13.122363377404328,6250,8.740336742730447,0,0
0.5833333333333334,0,11,0,37,0,0,48,0,20,14.403297222866392,9375,9.14580185083861,0,1
0.9166666666666666,0,15,1,23,0,0,48,12,2,14.346138809026444,8854.166666666666,9.088643436998662,0,0
15.333333333333334,0,11,1,36,0,0,40,3,19,15.60727002719233,37500,10.532096211958502,0,0
4,0,11,1,39,0,0,40,18,22,14.508657738524219,12500,9.433483923290392,0,0
0.16666666666666666,0,3,1,27,0,0,48,0,18,13.997832114758229,6250,8.740336742730447,0,1
1.6666666666666667,0,16,0,27,0,0,48,3,5,15.424948470398375,26041.666666666668,10.167453098370594,0,0
0.08333333333333333,0,9,0,45,0,0,72,2,30,13.97125368346233,4057.3819444444443,8.308293203326382,0,0
11,0,14,1,38,1,0,48,7,18,14.417638340137051,9510.416666666666,9.16014296810927,0,0
0.3333333333333333,0,9,0,26,0,0,50,2,11,14.26019637922572,7800,8.961879012677683,0,0
0,0,14,0,41,0,0,56,8,21,13.592367006650065,3571.4285714285716,8.180720954795024,0,0
0.5833333333333334,0,16,0,23,0,0,48,6,1,14.28551418721001,8333.333333333334,9.028018815182229,0,0
6,0,11,0,33,0,0,48,21,16,13.815510557964274,5208.333333333333,8.558015185936492,1,0
0.16666666666666666,0,11,1,27,0,0,40,50,10,11.002099841204238,375,5.926926025970411,0,0
0.16666666666666666,0,11,0,22,0,0,48,16,5,13.71957878501095,4731.90625,8.46208341298317,0,0
0.6666666666666666,0,11,0,54,0,0,60,3,37,13.304684934198283,2500,7.824046010856292,1,0
1.3333333333333333,0,11,1,51,0,1,45,30,34,13.487006490992238,4000,8.294049640102028,0,0
0.25,0,14,0,28,0,0,40,20,8,12.89921982609012,2500,7.824046010856292,0,0
2,0,12,0,40,0,0,16,0,22,13.71957878501095,14195.71875,9.560695701651278,0,0
5,0,3,0,66,0,0,60,0,57,13.815510557964274,4166.666666666667,8.334871634622283,1,0
1.3333333333333333,0,7,1,57,0,0,40,12,44,12.89921982609012,2500,7.824046010856292,0,0
0.08333333333333333,0,19,1,46,0,0,45,11,21,13.592367006650065,4444.444444444444,8.399410155759854,0,1
0.08333333333333333,0,11,0,21,0,0,48,0,4,13.71957878501095,4731.90625,8.46208341298317,0,0
1,0,8,0,52,0,0,72,4,38,13.592367006650065,2777.777777777778,7.929406526514119,0,0
0,0,11,0,30,0,0,40,0,13,13.458835614025542,4375,8.383661798791715,0,0
2,0,11,0,33,0,0,48,6,16,13.71957878501095,4731.90625,8.46208341298317,0,0
5,0,6,1,50,0,0,48,20,38,13.71957878501095,4731.90625,8.46208341298317,0,1
0.25,0,10,1,19,0,0,40,20,3,12.89921982609012,2500,7.824046010856292,0,1
1.5,0,11,0,32,0,0,48,0,15,14.151982794585487,7291.666666666667,8.894487422557706,0,0
9,0,14,0,48,0,0,48,14,28,14.22097566607244,7812.5,8.963480294044658,0,0
17,0,14,1,44,0,0,48,28,24,13.71957878501095,4731.90625,8.46208341298317,0,0
0.5,0,11,1,43,0,0,20,21,26,12.793859310432293,4500,8.411832675758411,0,0
0.16666666666666666,0,8,0,44,0,0,48,4,30,13.592367006650065,4166.666666666667,8.334871634622283,0,0
0.08333333333333333,0,11,0,38,0,0,48,2,21,13.879423883707927,5552.083333333333,8.621928511680146,0,0
1,0,11,1,37,0,0,16,14,20,13.081541382884074,7500,8.922658299524402,0,1
5,0,11,1,31,0,0,48,24,14,13.71957878501095,4731.90625,8.46208341298317,0,0
2,0,14,1,33,0,0,48,42,13,14.077874822431765,6770.833333333333,8.820379450403983,0,0
30,0,1,1,61,0,0,40,8,54,12.611537753638338,1875,7.536363938404511,0,1
1.0833333333333333,0,11,1,67,0,0,6,35,50,11.918390573078392,6250,8.740336742730447,0,0
9,0,21,0,36,0,0,40,5,9,14.648419680899378,14375,9.573245865665552,0,0
4,0,13,1,51,0,0,42,7,32,15.89495209964411,47619.04761904762,10.770988120240851,0,0
0.4166666666666667,0,14,0,29,0,0,40,2,9,14.508657738524219,12500,9.433483923290392,0,0
1.5833333333333333,0,6,0,24,0,0,25,23,12,13.122363377404328,5000,8.517193191416238,0,0
0,0,16,1,47,0,0,1,0,25,10.596634733096073,10000,9.210340371976184,0,0
0.8333333333333334,0,8,0,31,0,0,48,0,17,14.122995257712235,7083.333333333333,8.865499885684454,0,0
1.0833333333333333,0,11,1,24,0,0,48,0,7,14.457364444136669,9895.833333333334,9.199869072108887,0,0
0.3333333333333333,0,11,1,28,0,0,54,6,11,13.432784936825598,3157.4074074074074,8.057506529141435,0,0
3,0,11,0,53,0,0,48,0,36,13.71957878501095,4731.90625,8.46208341298317,0,0
23,0,11,1,51,0,0,4,126,34,11.512925464970229,6250,8.740336742730447,0,0
4.333333333333333,0,11,0,26,1,0,27,2,9,13.9108207377686,10185.185185185184,9.22868951064438,0,0
10,0,11,1,57,0,0,56,10,40,11.918390573078392,669.6428571428571,6.506744521223353,0,1
0.08333333333333333,0,13,1,25,0,0,48,8,6,14.73180128983843,13020.833333333334,9.474305917810648,0,1
0.3333333333333333,0,11,0,41,0,0,72,0,24,13.815510557964274,3472.222222222222,8.152550077828328,0,1
1.25,0,8,1,37,0,0,48,32,23,12.429216196844383,1302.0833333333333,7.171720824816602,0,0
3,0,11,0,25,0,0,72,6,8,13.9108207377686,3819.4444444444443,8.247860257632652,0,1
0.8333333333333334,0,4,1,50,0,0,8,18,40,11.84939770159144,4375,8.383661798791715,0,1
5,0,3,1,66,0,0,80,12,57,13.122363377404328,1562.5,7.354042381610556,0,1
15,0,5,0,63,0,0,48,0,52,13.815510557964274,5208.333333333333,8.558015185936492,0,1
0,0,11,0,38,0,0,72,0,21,13.71957878501095,3154.6041666666665,8.056618304875004,0,1
10,0,11,0,41,0,0,38,0,24,13.845069360205818,6776.315789473684,8.821188839359541,0,1
0.5,0,11,1,36,0,0,32,33,19,13.71957878501095,7097.859375,8.867548521091333,0,1
0.3333333333333333,0,14,0,33,0,0,48,7,13,13.304684934198283,3125,8.047189562170502,0,0
3,0,11,0,24,0,0,60,3,7,14.122995257712235,5666.666666666667,8.642356334370243,0,0
30,0,7,0,68,0,0,40,0,55,12.611537753638338,1875,7.536363938404511,0,0
1,0,11,0,44,0,1,68,23,27,14.808762330974558,9926.470588235294,9.20296026467856,0,0
15,0,3,1,62,0,0,30,12,53,11.918390573078392,1250,7.1308988302963465,0,1
10,0,11,0,53,0,0,48,4,36,14.084411870835174,6815.239583333333,8.826916498807392,1,0
0.5,0,11,0,52,0,1,29,3,35,14.28551418721001,13793.103448275862,9.531923996103645,0,0
10,0,11,0,50,0,0,48,6,33,14.508657738524219,10416.666666666666,9.251162366496438,0,0
3,0,16,1,27,0,0,50,21,5,13.592367006650065,4000,8.294049640102028,0,0
0.5,0,11,1,46,0,1,50,10,29,13.081541382884074,2400,7.783224016336037,0,0
15,0,4,0,65,0,0,56,0,55,14.508657738524219,8928.57142857143,9.09701168666918,0,0
0.6666666666666666,0,16,1,42,0,0,48,3,20,14.508657738524219,10416.666666666666,9.251162366496438,0,0
0.4166666666666667,0,16,1,39,0,0,48,10,17,14.077874822431765,6770.833333333333,8.820379450403983,0,0
1.3333333333333333,0,11,0,65,0,0,48,5,48,14.508657738524219,10416.666666666666,9.251162366496438,0,0
0.08333333333333333,0,5,0,64,0,0,77,0,53,13.710150042306449,2922.0779220779223,7.980050259332874,0,0
0.08333333333333333,0,16,1,32,0,0,4,24,10,11.84939770159144,8750,9.07680897935166,0,0
40,0,18,0,68,1,0,22,14,44,15.29711509888849,50000,10.819778284410283,0,1
0.16666666666666666,0,11,1,26,0,0,80,7,9,13.71957878501095,2839.14375,7.951257789217178,0,1
6,0,5,1,43,0,0,25,14,32,11.512925464970229,1000,6.907755278982137,0,0
2,0,11,0,21,0,0,48,0,4,13.71957878501095,4731.90625,8.46208341298317,0,0
1.4166666666666667,0,11,0,49,0,0,60,19,32,15.424948470398375,20833.333333333332,9.944309547056383,0,1
8,0,9,1,57,0,0,25,32,42,13.122363377404328,5000,8.517193191416238,0,1
0.4166666666666667,0,11,0,46,0,0,48,0,29,13.997832114758229,6250,8.740336742730447,0,0
0.3333333333333333,0,11,1,45,0,0,40,15,28,13.592367006650065,5000,8.517193191416238,0,0
1.5,0,16,0,37,0,0,48,3,15,13.71957878501095,4731.90625,8.46208341298317,1,0
3,0,11,0,27,0,0,64,0,10,14.077874822431765,5078.125,8.532697377952204,0,0
16,0,11,0,53,0,0,48,12,36,13.71957878501095,4731.90625,8.46208341298317,0,1
0.9166666666666666,0,11,0,28,0,0,56,5,11,13.71957878501095,4055.9196428571427,8.30793273315591,0,1
4,0,11,0,52,1,0,48,2,35,13.71957878501095,4731.90625,8.46208341298317,0,0
0.5,0,1,1,42,0,0,21,35,35,11.918390573078392,1785.7142857142858,7.487573774235079,0,0
0.5,0,11,1,20,0,0,25,14,3,11.289781913656018,800,6.684611727667927,0,0
11,0,16,1,36,0,0,48,38,14,13.997832114758229,6250,8.740336742730447,0,1
0.8333333333333334,0,6,1,37,0,0,56,26,25,13.732128949025222,4107.142857142857,8.320482897170184,0,0
2,0,15,0,38,0,1,30,2,17,14.22097566607244,12500,9.433483923290392,0,0
0,0,2,0,62,0,0,50,0,54,13.710150042306449,4500,8.411832675758411,0,0
0,0,11,0,28,0,0,9,12,11,10.46310334047155,972.2222222222222,6.879584402015441,0,0
0,0,4,1,62,0,0,24,16,52,12.013700752882718,1718.75,7.449352561414881,0,0
6.166666666666667,0,11,0,53,0,0,54,5,36,14.334304351379442,7777.777777777777,8.959025943695277,0,0
20,0,4,1,43,0,0,48,28,33,13.900335045453236,5669.40625,8.642839673425454,0,1
4,0,7,1,36,0,0,48,24,23,14.077874822431765,6770.833333333333,8.820379450403983,0,1
0,0,19,1,49,0,0,48,5,24,15.034273447762846,17619.791666666668,9.776778075735065,0,0
2,0,4,0,29,0,0,62,3,19,14.151982794585487,5645.1612903225805,8.638554048420504,0,0
0.25,0,11,0,25,0,0,48,4,8,13.71957878501095,4731.90625,8.46208341298317,0,0
9,0,14,0,35,0,0,50,0,15,13.815510557964274,5000,8.517193191416238,1,0
5,0,16,0,53,0,0,33,6,31,13.815510557964274,7575.757575757576,8.932708635377903,0,0
1.0833333333333333,0,11,1,64,0,0,30,5,47,15.201804919084164,33333.333333333336,10.41431317630212,0,0
0.75,0,15,1,64,0,0,20,30,43,12.611537753638338,3750,8.229511118964457,0,0
2,0,11,1,48,0,0,42,30,31,12.89921982609012,2380.9523809523807,7.77525584668686,0,0
2,0,11,0,45,0,0,48,0,28,13.815510557964274,5208.333333333333,8.558015185936492,0,0
0.08333333333333333,0,16,0,23,0,0,48,0,1,13.71957878501095,4731.90625,8.46208341298317,0,0
22,0,14,0,58,0,0,20,0,38,13.997832114758229,15000,9.615805480084347,0,0
2,0,16,0,45,0,0,30,0,23,14.508657738524219,16666.666666666668,9.721165995742174,0,0
0.08333333333333333,0,11,0,47,0,0,54,2,30,14.508657738524219,9259.25925925926,9.133379330840054,0,0
1.5,0,14,1,46,0,0,54,12,26,14.038654109278484,5787.037037037037,8.663375701594319,0,0
0.4166666666666667,0,11,0,17,0,0,66,3,0,13.815510557964274,3787.878787878788,8.239561454817958,0,0
1.25,0,13,0,26,0,0,48,8,7,13.71957878501095,4731.90625,8.46208341298317,0,0
0,0,6,0,35,0,0,50,8,23,13.815510557964274,5000,8.517193191416238,0,0
1.0833333333333333,0,16,1,39,0,0,48,8,17,13.829413463133266,5281.25,8.571918091105484,0,0
9,0,11,0,25,0,0,40,6,8,13.710150042306449,5625,8.63497622707262,0,0
0.5833333333333334,0,5,0,54,0,0,48,0,43,13.592367006650065,4166.666666666667,8.334871634622283,0,0
1,0,7,1,49,0,0,40,27,36,12.206072645530174,1250,7.1308988302963465,0,0
0.5,0,11,0,26,0,0,48,0,9,13.71957878501095,4731.90625,8.46208341298317,0,0
4,0,11,1,24,0,0,54,6,7,13.71957878501095,4206.138888888889,8.344300377326785,0,0
1.6666666666666667,0,4,0,57,0,0,40,13,47,13.592367006650065,5000,8.517193191416238,0,0
1,0,11,0,33,0,0,40,16,16,13.997832114758229,7500,8.922658299524402,0,0
0.08333333333333333,0,9,0,43,0,0,48,31,28,13.997832114758229,6250,8.740336742730447,0,0
0,0,11,0,25,0,0,45,0,8,13.815510557964274,5555.555555555556,8.622553707074063,0,0
4,0,11,1,20,0,0,48,18,3,13.710150042306449,4687.5,8.452654670278667,0,0
4,0,11,0,23,0,0,21,25,6,14.22097566607244,17857.14285714286,9.790158867229126,0,0
3,0,11,1,23,0,0,6,44,6,12.611537753638338,12500,9.433483923290392,0,0
0.3333333333333333,0,5,0,49,0,0,40,0,38,13.9108207377686,6875,8.835646922534773,0,0
2.0833333333333335,0,11,1,45,0,0,54,11,28,13.71957878501095,4206.138888888889,8.344300377326785,0,0
0.5833333333333334,0,5,1,58,0,0,40,10,47,13.458835614025542,4375,8.383661798791715,0,0
2,0,5,1,21,0,0,72,0,10,13.71957878501095,3154.6041666666665,8.056618304875004,0,0
1.3333333333333333,0,11,1,42,0,0,40,43,25,13.592367006650065,5000,8.517193191416238,0,0
0.4166666666666667,0,7,1,47,0,0,40,18,34,13.71957878501095,5678.2875,8.644404969777122,0,0
5,0,12,1,28,0,0,48,4,10,13.997832114758229,6250,8.740336742730447,0,0
0.16666666666666666,0,9,0,27,0,0,20,0,12,13.592367006650065,10000,9.210340371976184,0,0
5,0,8,0,52,0,0,48,0,38,13.71957878501095,4731.90625,8.46208341298317,0,0
4,0,6,1,52,0,0,48,12,40,13.997832114758229,6250,8.740336742730447,0,0
2,0,16,1,38,0,0,40,40,16,13.830399170458024,6343.75,8.755225355224198,0,0
0.5,0,10,0,31,0,0,40,17,15,14.48333993053993,12187.5,9.408166115306102,0,1
24,0,5,0,72,0,0,60,0,61,12.206072645530174,833.3333333333334,6.725433722188183,1,0
0.16666666666666666,0,11,1,26,0,0,56,11,9,13.71957878501095,4055.9196428571427,8.30793273315591,0,1
0,0,11,1,21,0,0,45,5,4,13.710150042306449,5000,8.517193191416238,0,0
0.5,0,5,1,46,0,0,21,36,35,13.304684934198283,7142.857142857143,8.87386813535497,0,1
26,0,9,0,56,0,0,48,32,41,13.71957878501095,4731.90625,8.46208341298317,0,1
0.3333333333333333,0,11,0,30,0,0,48,0,13,13.71957878501095,4731.90625,8.46208341298317,1,0
1,1,0,1,51,0,0,25,40,45,11.982929094215963,1600,7.3777589082278725,0,0
20,0,1,0,83,0,0,32,0,76,12.429216196844383,1953.125,7.577185932924766,0,0
7,0,5,0,50,0,0,43,14,39,12.89921982609012,2325.5813953488373,7.751725349276666,0,0
7,0,11,1,47,0,0,45,38,30,12.89921982609012,2222.222222222222,7.706262975199909,0,0
2,0,11,0,22,0,0,60,0,5,13.864300722133706,4375,8.383661798791715,0,0
9,0,6,0,46,0,0,72,0,34,13.962659065416716,4022.659722222222,8.299698585280769,0,0
1.5,0,3,1,33,0,0,20,24,24,12.89921982609012,5000,8.517193191416238,0,0
4,0,11,1,54,0,0,84,3,37,14.22097566607244,4464.285714285715,8.403864506109235,0,1
3,0,11,0,25,0,0,48,0,8,13.304684934198283,3125,8.047189562170502,0,0
20,0,2,1,35,0,0,56,4,27,13.017002861746503,2008.9285714285713,7.605356809891463,0,1
6,0,5,1,18,0,0,56,46,7,13.017002861746503,2008.9285714285713,7.605356809891463,0,0
0.08333333333333333,0,4,0,16,0,0,66,0,6,13.235692062711331,2121.212121212121,7.6597429595650155,0,0
20,1,0,1,64,0,0,21,61,58,11.002099841204238,714.2857142857143,6.571283042360924,0,1
7,0,5,1,79,0,0,3,25,68,13.500799813124575,60833.333333333336,11.015893163336573,0,0
0.4166666666666667,0,6,1,52,0,0,50,20,40,13.304684934198283,3000,8.006367567650246,1,0
0.3333333333333333,0,4,0,24,0,0,20,40,14,13.304684934198283,7500,8.922658299524402,0,1
30,0,16,1,48,0,0,48,12,26,14.914122846632385,15625,9.656627474604603,0,0
0.25,0,11,0,44,0,0,40,6,27,13.71957878501095,5678.2875,8.644404969777122,0,0
9,0,13,1,43,0,0,40,10,24,13.71957878501095,5678.2875,8.644404969777122,0,0
2,0,11,0,46,0,0,48,6,29,13.71957878501095,4731.90625,8.46208341298317,0,0
0.08333333333333333,0,13,1,24,0,0,48,4,5,13.71957878501095,4731.90625,8.46208341298317,0,0
6,0,11,1,67,0,0,24,25,50,12.89921982609012,4166.666666666667,8.334871634622283,0,0
0.8333333333333334,0,14,1,40,0,0,48,12,20,14.070152776337855,6718.75,8.812657404310073,0,0
1.5,0,11,0,19,0,0,35,0,2,13.997832114758229,8571.42857142857,9.056189692148925,0,0
1,0,11,0,50,0,0,48,0,33,13.997832114758229,6250,8.740336742730447,0,0
0.25,0,11,1,23,0,0,48,7,6,13.71957878501095,4731.90625,8.46208341298317,0,0
25,0,2,1,66,0,0,45,14,58,14.22097566607244,8333.333333333334,9.028018815182229,0,0
0.25,0,4,1,43,0,1,35,14,33,13.710150042306449,6428.571428571428,8.768507619697143,0,0
0.25,0,11,1,18,0,0,72,2,1,14.508657738524219,6944.444444444444,8.845697258388274,0,0
0.5833333333333334,0,5,0,53,1,0,40,9,42,13.9108207377686,6875,8.835646922534773,0,0
0.75,0,11,1,19,1,0,8,15,2,12.206072645530174,6250,8.740336742730447,0,0
0.75,0,11,0,50,0,0,15,4,33,13.122363377404328,8333.333333333334,9.028018815182229,0,0
3,0,14,1,49,0,1,36,15,29,14.115615150414612,9375,9.14580185083861,0,0
1,0,15,1,24,0,0,32,8,3,13.592367006650065,6250,8.740336742730447,0,0
20,0,6,0,58,0,0,54,5,46,13.815510557964274,4629.62962962963,8.440232150280108,0,0
32,0,11,0,54,0,0,54,11,37,14.369395671190711,8055.555555555556,8.994117263506547,0,0
0.16666666666666666,0,11,1,42,0,0,70,7,25,12.611537753638338,1071.4285714285713,6.9767481504690885,0,0
0.4166666666666667,0,9,0,26,0,0,48,0,11,13.997832114758229,6250,8.740336742730447,0,0
0.08333333333333333,0,5,1,36,0,0,6,29,25,12.301382825334498,9166.666666666666,9.123328994986553,0,0
0,0,11,1,31,0,0,48,9,14,13.71957878501095,4731.90625,8.46208341298317,0,0
1,0,17,0,55,0,0,40,8,32,14.508657738524219,12500,9.433483923290392,0,0
1.75,0,11,0,24,0,0,48,2,7,14.28551418721001,8333.333333333334,9.028018815182229,0,0
0.16666666666666666,0,16,0,27,0,0,12,14,5,13.592367006650065,16666.666666666668,9.721165995742174,0,0
12,0,15,0,32,0,0,48,16,11,13.815510557964274,5208.333333333333,8.558015185936492,0,0
0.3333333333333333,0,11,1,26,0,0,50,53,9,14.077874822431765,6500,8.779557455883728,0,0
1.5,0,11,1,48,0,0,48,30,31,13.71957878501095,4731.90625,8.46208341298317,0,0
13,0,11,0,36,0,0,32,20,19,14.914122846632385,23437.5,10.062092582712767,0,0
0.3333333333333333,0,16,1,34,0,0,40,20,12,14.077874822431765,8125,9.002701007197938,0,0
28,0,11,1,46,0,0,40,21,29,14.508657738524219,12500,9.433483923290392,0,0
0.5833333333333334,0,11,1,39,0,0,16,25,22,13.55284624848778,12015.625,9.39396316512811,0,0
2.5,0,11,1,39,0,0,56,35,22,11.512925464970229,446.42857142857144,6.101279413115188,0,0
2,0,5,0,43,0,0,60,4,32,13.77468856344402,4000,8.294049640102028,0,1
20,0,6,1,58,0,0,9,14,46,12.254862809699606,5833.333333333333,8.671343871243495,0,0
25,0,11,0,60,0,0,48,0,43,13.71957878501095,4731.90625,8.46208341298317,0,0
2,0,11,0,29,0,0,40,0,12,13.997832114758229,7500,8.922658299524402,0,1
30,0,8,1,58,0,0,40,15,44,13.458835614025542,4375,8.383661798791715,0,0
2,0,11,0,28,0,0,30,6,11,12.89921982609012,3333.3333333333335,8.111728083308073,0,0
0.9166666666666666,0,11,0,27,0,0,54,9,10,13.71957878501095,4206.138888888889,8.344300377326785,0,0
0.16666666666666666,0,11,1,23,0,0,48,37,6,13.71957878501095,4731.90625,8.46208341298317,0,0
0,0,11,0,51,0,0,86,0,34,13.927945987294063,3252.906976744186,8.087304329920665,0,1
0.5,0,19,1,32,0,0,48,6,7,14.648419680899378,11979.166666666666,9.390924308871597,0,1
1,1,0,0,55,0,0,32,2,49,13.815510557964274,7812.5,8.963480294044658,0,0
0.3333333333333333,0,12,1,24,0,0,40,28,6,14.28551418721001,10000,9.210340371976184,0,0
6,0,11,0,37,0,0,60,12,20,14.077874822431765,5416.666666666667,8.597235899089775,0,0
8,0,16,0,33,0,0,42,11,11,14.914122846632385,17857.14285714286,9.790158867229126,0,0
6.5,0,16,1,31,0,0,64,40,9,14.131050958544451,5355.46875,8.58587351406489,0,0
0.08333333333333333,0,5,0,31,0,0,62,15,20,13.815510557964274,4032.2580645161293,8.302081811799292,0,1
5,0,11,1,30,0,0,45,25,13,13.71957878501095,5047.366666666667,8.52662193412074,0,1
0.3333333333333333,0,11,1,50,0,0,48,12,33,13.71957878501095,4731.90625,8.46208341298317,0,1
0.3333333333333333,0,11,1,28,0,0,40,18,11,13.71957878501095,5678.2875,8.644404969777122,0,1
1.25,0,9,0,58,0,0,72,0,43,13.592367006650065,2777.777777777778,7.929406526514119,0,0
3,0,11,0,36,0,0,72,9,19,14.508657738524219,6944.444444444444,8.845697258388274,0,1
2,0,11,0,30,0,0,48,29,13,13.71957878501095,4731.90625,8.46208341298317,0,0
3.3333333333333335,0,11,1,31,0,0,48,14,14,14.22097566607244,7812.5,8.963480294044658,0,0
0,0,11,1,31,0,0,40,22,14,13.889249747840456,6728.2875,8.81407593260663,0,1
18,0,6,1,52,0,0,90,20,40,13.353475098367715,1750,7.4673710669175595,0,0
0.8333333333333334,0,11,0,28,0,0,48,12,11,13.71957878501095,4731.90625,8.46208341298317,0,0
1.4166666666666667,0,4,1,64,0,0,48,12,54,13.95398993907882,5981.90625,8.696494567051039,0,0
0.4166666666666667,0,11,0,26,0,0,48,7,9,13.71957878501095,4731.90625,8.46208341298317,0,0
0,0,10,0,35,0,0,13,11,19,12.611537753638338,5769.2307692307695,8.66029403505691,1,0
0.16666666666666666,0,8,0,56,0,0,48,2,42,13.997832114758229,6250,8.740336742730447,0,0
5,0,11,1,47,0,0,48,50,30,13.017002861746503,2343.75,7.759507489718721,0,0
16,0,11,0,56,0,1,43,5,39,14.508657738524219,11627.906976744185,9.361163261710766,0,0
30,0,16,1,59,1,0,40,10,37,15.068273526459642,21875,9.993099711225815,0,0
7,0,11,0,54,0,0,48,0,37,13.71957878501095,4731.90625,8.46208341298317,0,0
1.5,0,8,1,57,0,0,16,28,43,12.429216196844383,3906.25,8.270333113484712,0,0
13,0,14,0,38,0,1,70,12,18,13.710150042306449,3214.285714285714,8.075360439137198,0,0
0.3333333333333333,0,5,1,37,0,0,42,28,26,12.429216196844383,1488.095238095238,7.305252217441125,0,0
1.3333333333333333,0,14,1,29,0,0,72,28,9,13.458835614025542,2430.5555555555557,7.795875133889596,0,1
0.6666666666666666,0,13,0,23,0,0,48,0,4,13.710150042306449,4687.5,8.452654670278667,0,0
1.5,0,6,0,63,0,0,30,7,51,13.815510557964274,8333.333333333334,9.028018815182229,0,0
1,0,11,1,30,0,0,70,55,13,13.122363377404328,1785.7142857142858,7.487573774235079,0,0
7,0,11,0,33,0,0,72,14,16,13.710150042306449,3125,8.047189562170502,0,0
6,0,11,0,26,0,0,48,5,9,13.71957878501095,4731.90625,8.46208341298317,0,1
0.5,0,11,1,32,0,0,48,3,15,13.592367006650065,4166.666666666667,8.334871634622283,0,1
0.4166666666666667,0,11,1,33,0,0,48,103,16,13.9108207377686,5729.166666666667,8.653325365740818,0,0
0.16666666666666666,0,11,1,17,0,0,2,7,0,12.388394202324129,30000,10.308952660644293,0,0
2,0,11,0,24,0,0,48,6,7,13.997832114758229,6250,8.740336742730447,0,0
0.4166666666666667,0,13,1,22,0,0,63,0,3,13.592367006650065,3174.6031746031745,8.06293791913864,0,0
0.75,0,8,0,43,0,0,40,0,29,13.592367006650065,5000,8.517193191416238,0,0
0.3333333333333333,0,11,1,28,0,0,18,39,11,12.676076274775909,4444.444444444444,8.399410155759854,0,0
0.16666666666666666,0,9,0,19,0,0,72,0,4,13.592367006650065,2777.777777777778,7.929406526514119,0,0
20,0,9,1,58,0,1,50,26,43,12.206072645530174,1000,6.907755278982137,0,0
17,0,11,0,53,1,0,52,10,36,14.73180128983843,12019.23076923077,9.394263210137112,0,0
3,0,11,1,43,0,0,40,10,26,13.9108207377686,6875,8.835646922534773,0,0
1,0,11,0,20,0,0,54,10,3,13.815510557964274,4629.62962962963,8.440232150280108,0,0
0.5,0,11,1,19,0,0,60,15,2,13.71957878501095,3785.525,8.238939861668959,0,0
10,0,3,1,60,0,0,20,5,51,13.060487973686241,5875,8.67846133901236,0,0
8,0,11,1,55,0,0,18,28,38,12.206072645530174,2777.777777777778,7.929406526514119,0,0
10,0,14,1,35,0,0,48,4,15,14.038654109278484,6510.416666666667,8.781158737250703,0,0
3,0,14,0,28,0,0,48,0,8,14.077874822431765,6770.833333333333,8.820379450403983,0,0
7,0,11,1,57,0,0,40,10,40,13.71957878501095,5678.2875,8.644404969777122,0,0
0.5,0,14,1,25,0,0,40,4,5,13.71957878501095,5678.2875,8.644404969777122,0,1
0.25,0,11,1,33,0,1,59,9,16,13.458835614025542,2966.101694915254,7.995003808999932,0,0
3,0,11,0,30,0,0,40,5,13,13.9108207377686,6875,8.835646922534773,0,0
7,0,8,0,48,0,0,54,0,34,14.22097566607244,6944.444444444444,8.845697258388274,0,0
0.08333333333333333,0,13,1,40,0,0,48,6,21,13.71957878501095,4731.90625,8.46208341298317,0,0
12,0,13,0,34,0,0,54,7,15,14.498607402670718,9166.666666666666,9.123328994986553,0,0
1,0,14,1,37,0,0,66,21,17,14.22097566607244,5681.818181818182,8.645026562926123,0,0
16,0,11,1,48,0,0,40,9,31,13.815510557964274,6250,8.740336742730447,0,0
15,0,11,1,29,0,0,6,28,12,12.611537753638338,12500,9.433483923290392,0,0
1.5,0,11,0,37,0,0,48,7,20,13.815510557964274,5208.333333333333,8.558015185936492,0,0
1.5,0,11,1,34,0,0,48,36,17,13.304684934198283,3125,8.047189562170502,0,0
3,0,12,0,28,0,0,45,9,10,13.9108207377686,6111.111111111111,8.717863886878389,0,0
0.16666666666666666,0,11,1,27,0,0,45,40,10,13.854731271117556,5777.777777777777,8.661774420227346,0,0
23,0,7,0,46,0,0,30,15,33,13.122363377404328,4166.666666666667,8.334871634622283,0,0
0.16666666666666666,0,5,0,48,0,0,40,15,37,13.652991628466498,5312.5,8.577817813232672,0,1
1,0,11,1,40,0,0,70,14,23,12.542544882151386,1000,6.907755278982137,0,0
26,0,11,1,50,0,0,36,16,33,14.22097566607244,10416.666666666666,9.251162366496438,1,0
0,0,11,1,19,0,0,12,4,2,11.418614785498987,1895.8333333333333,7.547413774591096,1,0
12,0,16,0,36,0,0,40,5,14,14.346138809026444,10625,9.270964993792617,0,0
1.0833333333333333,0,18,0,33,0,0,60,0,9,15.150511624696614,15833.333333333334,9.669872701354622,0,0
5.5,0,11,0,28,0,0,54,0,11,13.815510557964274,4629.62962962963,8.440232150280108,0,0
7.833333333333333,0,11,0,38,0,0,60,25,21,13.710150042306449,3750,8.229511118964457,0,0
0.5,0,14,1,21,0,0,72,0,1,13.71957878501095,3154.6041666666665,8.056618304875004,0,0
