gender	hand	eyecolor	glasses	california	birthmonth	birthday	birthyear	ageinmonths	height	graduate	oncampus	time	walk	hsclass	HSCA	calculus	AP	cell	ipod	sleep	alcohol	speed	UCLA	book	relax	instructor	tire	Quarter
female	right	brown	no	yes	nov	14	1989	218	65	2011	yes	15	walk	150	yes	yes	no	yes	yes	6	0	85	25000	yes	reading	Kreigler	front right	Winter08
female	right	brown	yes	yes	april	4	1989	225	67	2011	yes	20	walk	385	yes	no	yes	yes	yes	6	0	90	30000	no	working out	Kreigler	front left	Winter08
male	right	blue	yes	yes	nov	11	1983	290	69	2011	no	15	walk	578	yes	yes	yes	yes	yes	4	1	100	25000	yes	Stats	Ioudina	rear left	Winter08
female	ambidextrous	brown	yes	yes	nov	18	1985	266	66	2008	no	8	car (by yourself)	480	yes	yes	no	yes	yes	7	3	80	3500	yes	playing tennis	Kreigler	front right	Winter08
female	right	blue	no	yes	may	28	1986	260	65	2008	no	20	walk	650	yes	yes	no	yes	yes	8	4	95	60000	yes	playing volleyball	Kreigler	front right	Winter08
female	right	hazel	yes	no	aug	21	1986	257	66	2008	no	40	bus	254	yes	no	no	yes	yes	6	2	98	20000	yes	photography	Kreigler	front left	Winter08
male	right	brown	yes	yes	nov	5	1986	254	69	2010	yes	5	skateboard	525	yes	yes	no	yes	no	8.5	0	130	20000	yes	camping	Davis	rear left	Winter08
female	right	brown	yes	yes	oct	9	1986	255	67	2008	no	45	car (by yourself)	1200	yes	yes	yes	yes	yes	7	3	120	43000	yes	crocheting	Kreigler	front right	Winter08
female	right	brown	yes	yes	jan	6	1989	228	64	2011	yes	15	walk	500	yes	yes	no	yes	no	10	1	0	10000	yes	softball	Kreigler	rear left	Winter08
female	right	brown	no	yes	sept	16	1989	232	62	2011	yes	14	walk	550	yes	yes	no	yes	yes	7	0	80	50000	yes	singing	Kreigler	front left	Winter08
female	right	brown	yes	yes	feb	16	1986	263	64	2008	no	25	walk	200	yes	no	no	yes	no	7	3	95		no	writing poetry	Kreigler	rear left	Winter08
female	right	brown	yes	yes	june	4	1987	247	64		no	15	walk	760	yes	yes	no	yes	yes	8	0	85	7000	yes	singing	Kreigler	front left	Winter08
male	right	brown	yes	no	dec	22	1987	241	70	2010	yes	20	walk	500	yes	yes	no	yes	yes	9	4	85	15000	yes	sports	Kreigler	front right	Winter08
female	right	brown	no	yes	mar	12	1987	250	63	2009	yes	20	walk	298	yes	yes	no	yes	no	7	0	110	20000	no	volleyball	Davis	front left	Winter08
male	right	brown	yes	yes	feb	14	1988	239	67	2010	yes	15	walk	650	yes	yes	no	yes	yes	7	0	90	20000	yes	basketball	Davis	front left	Winter08
female	right	brown	yes	yes	nov	8	1989	218	61	2011	yes	15	walk	810	yes	yes	yes	yes	yes	8	0	90	50000	yes	running	Davis	front right	Winter08
female	right	brown	yes	yes	dec	21	1987	241	65	2010	yes	20	walk	700	yes	yes	no	yes	yes	6	0	100	25000	yes	photography	Davis	front left	Winter08
male	right	brown	no	yes	feb	24	1988	239	73	2010	yes	30	walk	350	yes	yes	no	yes	yes	8	0	90	30000	yes	Watching "A Shot at Love with Tila Tequila"	Davis	front left	Winter08
female	right	brown	no	yes	may	16	1989	224	63	2011	yes	15	walk	79	yes	yes	no	yes	yes	7	0	48	44000	no	sleeping	Davis	rear right	Winter08
female	right	brown	yes	no	sept	6	1988	232	63	2010	yes	20	walk	640	yes	yes	no	yes	yes	2	0	110	25000	yes	piano playing	Kreigler	rear left	Winter08
female	left	blue	no	yes	mar	6	1989	226	66	2011	yes	15	walk	400	no	yes	no	yes	yes	8	0	80	20000	yes	music	Kreigler	rear left	Winter08
female	ambidextrous	brown	yes	yes	may	22	1986	260	67	2008	no	25	walk	350	yes	yes	no	yes	yes	6	1	85	15000	yes	running	Davis	front right	Winter08
male	right	brown	yes	yes	aug	9	1987	245	66	2010	yes	15	walk	250	yes	yes	yes	yes	yes	4	0	100	40000	no	watching sports	Kreigler	front right	Winter08
male	right	brown	yes	no	april	14	1987	249	73	2009	no	15	walk	800	yes	yes	no	yes	yes	9	0	102	2000	yes	Tennis	Kreigler	front right	Winter08
male	right	blue	yes	no	july	2	1988	234	72	2010	yes	7	walk	250	yes	yes	no	yes	yes	6	0	98	20000	yes	Reading	Kreigler	front right	Winter08
female	right	brown	yes	no	mar	16	1989	226	58	2011	yes	15	walk	200	yes	yes	no	yes	yes	6.5	0	100	3000	no	surf the net	Kreigler	front right	Winter08
male	right	brown	yes	yes	mar	18	1987	250	69	2009	yes	20	walk	725	yes	yes	yes	yes	yes	8	0	125	40000	no	basketball	Kreigler	rear left	Winter08
female	right	brown	no	yes	feb	19	1987	251	63	2009	no	30	walk	300	yes	yes	no	yes	yes	5	2	110	3000	yes	none	Kreigler	rear right	Winter08
female	right	brown	yes	yes	feb	21	1987	251	65	2009	no	20	walk	738	yes	yes	no	yes	yes	8.5	0	60	4500	yes	swimming	Davis	front right	Winter08
female	right	brown	yes	yes	sept	16	1987	244	59	2009	yes	15	walk	300	yes	yes	no	yes	yes	6	1	95	50000	no	photography	Kreigler	rear right	Winter08
female	right	hazel	no	yes	mar	1	1989	226	62	2011	yes	20	walk	900	yes	yes	no	yes	yes	9	6	100	40000	no	Running	Kreigler	front left	Winter08
female	right	blue	yes	yes	oct	10	1988	231	65	2010	yes	11	walk	80	yes	yes	no	yes	yes	8	0	90	500000	yes	violin	Ioudina	front right	Winter08
male	right	blue	yes	yes	nov	11	1983	290	68		no	15	walk	578	yes	yes	yes	yes	yes	4	1	100		yes	Statistics	Ioudina	front left	Winter08
female	right	hazel	no	yes	sept	11	1989	220	64	2011	yes	12	walk	740	yes	yes	no	yes	yes	6	3	100	23000	yes	soccer	Ioudina	front right	Winter08
male	right	brown	no	yes	dec	20	1986	253	77	2008	no	12	walk	900	yes	yes	no	yes	yes	8	6	105	50000	yes	reading	Ioudina	front left	Winter08
male	right	brown	no	yes	may	4	1986	260	70	2009	yes	15	car (by yourself)	1100	yes	yes	no	yes	yes	6	6	135	20000	yes	photography	Ioudina	front right	Winter08
female	right	hazel	no	yes	may	12	1988	236	65	2010	no	5	walk	600	yes	yes	no	yes	yes	7	3	80	10000	no	Dance	Ioudina	rear right	Winter08
female	right	brown	yes	no	mar	31	1988	238	61	2010	yes	15	walk	178	yes	no	no	yes	yes	5	0	110	30000	yes	Playing the guitar	Ioudina	rear left	Winter08
female	left	brown	yes	yes	sept	28	1988	232	62	2010	yes	20	walk	72	yes	yes	no	yes	yes	8	2	80	4400	yes	knitting	Ioudina	front right	Winter08
female	right	brown	no	yes	oct	12	1989	219	63	2011	yes	15	walk	700	yes	no	no	yes	yes	8	0	90	50000	no	none	Ioudina	rear right	Winter08
female	right	green	no	no	may	26	1989	224	68	2011	yes	10	walk	100	no	yes	no	yes	yes	8	10	85	28000	yes	snowboarding	Ioudina	rear right	Winter08
female	right	brown	yes	yes	july	21	1989	222	64	2011	yes	13	walk	2000	yes	no	no	yes	yes	7.5	2	112	1300	yes	snowboarding	Ioudina	front right	Winter08
male	right	brown	yes	yes	dec	28	1987	241	65	2010	yes	30	walk	900	yes	no	no	yes	yes	7	0	135	40000	no	paintball	Ioudina	front left	Winter08
female	right	brown	yes	no	dec	8	1989	217	64	2011	yes	15	walk	770	no	yes	no	yes	yes	8	0	87	30000	yes	music	Ioudina	front right	Winter08
male	right	green	no	yes	oct	18	1988	231	71	2011	yes	15	walk	512	yes	yes	no	yes	yes	7	8	110	30000	yes	soccer	Ioudina	rear right	Winter08
female	right	blue	yes	no	aug	27	1988	233	68	2010	no	8	walk	868	no	no	no	yes	yes	6	18	75	4537	yes	paint by number	Ioudina	front left	Winter08
female	right	blue	no	no	june	27	1988	234	68	2010	no	10	walk	500	no	yes	no	yes	yes	8	6	60	5000	yes	Play piano	Ioudina	front right	Winter08
male	right	brown	no	no	april	17	1988	237	65	2010	yes	10	walk	208	no	no	yes	yes	no	7	0	50	3400	no	Origami	Ioudina	front left	Winter08
female	right	brown	yes	yes	april	23	1989	225	65	2011	yes	10	walk	450	yes	no	no	yes	yes	9	0	80	20000	yes	dancing	Ioudina	front left	Winter08
female	right	brown	no	yes	dec	3	1988	229	62	2011	no	60	car (by yourself)	420	yes	no	no	yes	no	8	0	100	8300	no	soccer	Ioudina	rear right	Winter08
female	right	brown	no	yes	feb	3	1989	227	64	2011	yes	13	walk	346	yes	no	no	yes	yes	7	15	90	20000	no	ultimate frisbee	Ioudina	front left	Winter08
female	right	brown	no	yes	mar	18	1989	226	69	2011	yes	15	walk	750	yes	no	yes	yes	yes	4	15	90	22000	yes	Water Polo	Ioudina	rear left	Winter08
male	right	hazel	yes	yes	aug	16	1989	221	67	2011	yes	16	walk	523	yes	yes	no	yes	yes	8	0.2	110	19000	no	video games	Ioudina	front right	Winter08
male	right	brown	no	yes	sept	24	1988	232	67	2010	yes	10	walk	600	yes	no	no	yes	yes	8		95	40000	no	watching sports	Ioudina	rear left	Winter08
male	right	brown	yes	no	sept	20	1989	220	69	2011	yes	10	walk	700	yes	yes	no	yes	yes	7	0	80	20000	yes	playing guitar	Ioudina	front right	Winter08
male	right	hazel	yes	no	jan	3	1988	240	68	2010	no	60	bus	1000	yes	yes	no	yes	yes	6	0	100	20000	yes	basketball	Ioudina	rear left	Winter08
female	right	brown	yes	yes	june	27	1988	235	64	2010	yes	10	walk		yes	yes	no	yes	yes		0	110	30000	no	figure skating	Ioudina	front left	Winter08
male	right	brown	yes	yes	feb	28	1989	227	72	2011	yes	20	walk	300	yes	yes	no	yes	yes	6	2	105	27000	no	Basketball	Ioudina	rear left	Winter08
male	right	brown	yes	no	nov	8	1988	230	67	2010	no	27	bus	375	yes	yes	no	yes	no	6	18	90	10077	yes	playing instruments	Ioudina	front left	Winter08
male	right	brown	yes	no	nov	6	1982	302	66	2010	no	35	bus	59	no	yes	no	yes	no	10	1	115	30000	yes	playing guitar	Ioudina	front left	Winter08
male	left	blue	no	no	jan	27	1988	240	71	2010	yes	15	walk	900	yes	yes	yes	yes	no	6	0	85	11000	yes	tennis	Ioudina	front left	Winter08
female	right	brown	yes	no	nov	23	1988	230	71	2011	yes	10	walk	700	no	no	no	yes	yes	9	0	120		yes	soccer	Davis	front right	Winter08
female	right	brown	yes	no	dec	16	1985	265	61	2008	no	40	car (by yourself)	600	yes	yes	no	yes	yes	7	6	100	15000	yes	tennis	Ioudina	rear right	Winter08
female	right	brown	yes	yes	jan	21	1988	240	65	2010	no	30	walk	300	yes	no	no	no	yes	4	0	100	3000	yes	Watching movies	Kreigler	rear right	Winter08
female	right	brown	yes	yes	july	19	1988	234	64	2010	yes	5	bicycle	300	yes	no	no	yes	yes	7	2	75	20000	yes	tennis	Kreigler	front right	Winter08
female	right	hazel	yes	yes	sept	23	1989	220	67	2011	yes	15	walk	300	no	yes	no	yes	yes	5	6	90	20000	yes	Dance	Ioudina	front right	Winter08
female	right	green	yes	yes	jan	9	1988	240	64	2010	yes	15	walk	545	yes	yes	no	yes	yes	9	3	105		yes	dance	Ioudina	rear right	Winter08
female	right	brown	yes	yes	july	23	1989	223	68	2011	yes	20	walk	1500	yes	yes	no	yes	yes	8	0	109	38000	yes	percussion	Ioudina	rear left	Winter08
male	left	brown	yes	yes	oct	6	1988	231	67	2010	yes	11	walk	675	yes	yes	no	yes	yes	8	1	125	15000	no	basketball	Ioudina	front right	Winter08
female	right	brown	yes	yes	may	15	1989	224	69	2011	yes	15	walk	116	yes	yes	no	yes	yes	6	5	95	11000	yes		Ioudina	rear right	Winter08
female	left	brown	yes	no	sept	27	1988	232	66	2011	yes	8	walk	444	no	yes	no	yes	yes	8	0	80	30000	no	photography	Ioudina	front right	Winter08
female	right	brown	no	no	april	15	1988	237	64.5	2010	no	15	walk	395	yes	yes	yes	yes	yes	7	2	95	35000	yes	reading	Ioudina	front left	Winter08
male	left	brown	no	yes	aug	3	1987	245	71	2009	yes	17	walk	493	yes	yes	no	yes	yes	8.5	8	90	15000	yes	Ultimate frisbee	Ioudina	rear right	Winter08
female	right	hazel	no	no	dec	5	1988	229	62	2011	yes	20	walk	351	yes	yes	no	yes	yes	8	0	90	35000	yes	dance	Ioudina	front right	Winter08
female	right	brown	yes	yes	june	22	1985	271	66	2008	yes	20	walk	800	yes	yes	no	yes	yes	5	4	90	10000	yes	Dancing	Ioudina	rear left	Winter08
male	right	brown	yes	yes	nov	7	1988	230	70	2010	yes	20	walk	350	yes	yes	yes	yes	yes	8	1	115	3000	no	tennis	Ioudina	rear right	Winter08
female	right	brown	yes	no	aug	10	1987	245	63	2010	no	20	walk	45	no	yes	no	yes	yes	8	0	80	40000	yes	eating	Ioudina	front left	Winter08
female	right	other	yes	yes	june	10	1988	235	67	2010	no	15	walk	500	yes	yes	no	yes	yes	12	12	105	20000	yes	cutting hair	Ioudina	rear right	Winter08
male	right	brown	no	yes	july	22	1986	258	73	2009	no	25	car (by yourself)		yes	no	no	yes	yes	8	0	110		no	Basketball, Video Games	Ioudina	front left	Winter08
male	right	brown	no	no	april	21	1988	237	73	2010	yes	18	walk	192	yes	yes	no	yes	yes	6	25	110	14000	no	tennis	Ioudina	rear left	Winter08
female	left	brown	yes	yes	june	15	1989	223	62	2011	yes	25	walk	295	yes	no	no	yes	yes	9	0	40	35000	no	softball	Ioudina	rear left	Winter08
male	right	brown	yes	no	feb	4	1980	335	67	2008	no	20	walk	50	no	yes	no	yes	yes	10	2	95	35000	yes	none	Ioudina	rear right	Winter08
female	right	brown	no	yes	aug	20	1978	353	65	2009	no	35	car (by yourself)	220	yes	no	no	yes	yes	6	0	120	5000	yes	watching movies	Ioudina	front left	Winter08
male	left	brown	yes	yes	jan	30	1986	264	73	2009	no	40	motorcycle		no	no	no	yes	no	9	0	149	10000	no	Sex	Ioudina	rear right	Winter08
male	right	brown	yes	yes	oct	14	1986	255	82	2010	yes	20	walk	125	yes	no	no	yes	yes	8	1	95	30000	yes	watching TV	Ioudina	front right	Winter08
female	right	brown	no	no	jan	25	1989	228	52	2011	yes	5	walk	55	yes	no	no	yes	yes	6	0	95	35000	yes	Sports	Ioudina	front right	Winter08
female	right	blue	no	no	jan	31	1986	264	67	2008	no	20	walk	365	yes	yes	no	yes	yes	7	7	90	20000	no	swimming	Ioudina	front right	Winter08
female	right	blue	no	yes	may	28	1988	236	65	2010	yes	22	walk	850	yes	no	no	yes	yes	6	5	120	55000	no	running	Ioudina	front right	Winter08
female	right	hazel	no	yes	april	10	1988	237	68	2010	yes	15	walk	150	yes	yes	no	yes	yes	5	0.5	85	10000	yes	dancing	Kreigler	rear left	Winter08
male	right	brown	no	yes	aug	20	1987	245	77	2010	no	28	car (by yourself)	500	yes	yes	no	yes	yes	8	0	90	45000	no	jacking off	Ioudina	rear right	Winter08
male	right	brown	no	yes	june	16	1987	247	73	2010	no	30	car (by yourself)	500	yes	no	no	yes	yes	7	0	88		no	football	Ioudina	front right	Winter08
male	right	brown	no	yes	aug	29	1988	233	71	2010	yes	20	walk	500	yes	no	no	yes	yes	9	4	100	44000	no	basketball	Ioudina	front left	Winter08
male	left	brown	yes	no	feb	4	1983	299	67	2008	no	25	walk		yes	yes	yes	yes	yes	10	3	100	35000	yes	none	Ioudina	rear right	Winter08
male	right	brown	no	yes	nov	24	1988	230	69	2011	yes	13	walk	450	yes	yes	yes	yes	yes	4.3	6	119	22859.3	no	watching movies	Ioudina	front right	Winter08
male	right	brown	yes	no	nov	24	1987	242	66	2010	yes	20	walk	165	yes	yes	no	yes	yes	7	0	105	10000	no	poker	Davis	front right	Winter08
male	right	brown	no	yes	june	11	1989	223	59	2011	yes	15	walk	360	yes	yes	yes	yes	yes	5	0	90	15000	yes	photography	Ioudina	front right	Winter08
male	right	brown	yes	yes	sept	9	1988	232	72	2011	yes	15	walk	300	yes	no	no	yes	yes	5	0	75	20001	yes	basketball	Kreigler	front left	Winter08
male	right	blue	yes	no	oct	16	1987	243	67	2009	no	20	walk	500	no	yes	no	yes	yes	5	0	90	12000	yes	running	Davis	front left	Winter08
female	right	brown	yes	yes	oct	10	1988	231	65	2010	yes	10	walk	620	yes	no	no	yes	yes	6	0	80	21000	yes	traveling	Kreigler	front right	Winter08
male	right	brown	no	yes	jan	22	1989	228	69	2011	yes	15	walk	650	yes	yes	no	yes	no	7	0	103	25000	yes	running	Kreigler	front right	Winter08
female	right	brown	yes	no	oct	8	1988	231	62	2010	yes	20	walk	900	yes	yes	no	yes	yes	7	0	90	30000	yes	watching movies	Kreigler	front right	Winter08
female	right	brown	yes	yes	dec	22	1987	241	60	2010	yes	15	walk	780	yes	yes	no	yes	yes	7	0	100	29050	yes	writing	Kreigler	rear right	Winter08
female	right	brown	yes	yes	oct	21	1988	231	64	2010	yes	15	walk	750	yes	yes	no	yes	yes	7	4	95	27000	yes	shopping	Kreigler	front right	Winter08
female	right	blue	yes	yes	may	19	1989	224	64	2011	yes	20	walk	607	yes	yes	no	yes	yes	7	7	90	20000	yes	Playing soccer	Kreigler	rear left	Winter08
female	right	brown	yes	yes	mar	3	1988	238	69	2010	no	15	walk	367	yes	yes	no	yes	yes	6	2	75	20000	yes	dancing	Kreigler	front right	Winter08
female	right	brown	yes	yes	june	28	1989	223	63	2011	yes	15	car (by yourself)	500	yes	no	no	yes	yes	8	0	80	7000	yes	watching movies	Kreigler	front left	Winter08
female	right	brown	yes	yes	mar	12	1988	238	63	2010	yes	15	walk	230	yes	no	no	yes	yes	6	0	110	10000	no	None	Kreigler	rear left	Winter08
female	right	blue	no	yes	oct	18	1988	231	63	2010	no	25	walk	433	yes	yes	yes	yes	yes	4	0	110	28000	yes	writing	Kreigler	rear left	Winter08
male	right	brown	yes	yes	july	11	1989	222	71	2011	yes	15	walk	250	yes	yes	no	yes	yes	6	3	80	10000	yes	music	Kreigler	rear right	Winter08
male	right	blue	yes	yes	june	24	1988	223	73	2010	yes	20	walk	600	yes	yes	no	yes	no	7	3		10000	yes	music	Kreigler	rear right	Winter08
male	right	brown	yes	no	may	7	1986	260	70	2009	no	15	walk	6	no	yes	no	yes	yes	7	5	140	70000	yes	sex	Kreigler	rear right	Winter08
female	right	brown	yes	yes	jan	30	1988	240	74	2010	yes	20	walk	294	yes	yes	no	yes	yes	6	4	95	7000	no	Knitting	Davis	front right	Winter08
male	left	blue	yes	yes	feb	10	1989	227	74	2011	yes	2	walk	550	yes	yes	no	yes	yes	6	0	100	20000	no	movies	Kreigler	front left	Winter08
female	right	brown	no	yes	april	4	1987	249	61	2009	no	20	walk	645	yes	yes	no	yes	yes	7	0	85	20000	yes	crocheting	Kreigler	front left	Winter08
female	right	green	no	yes	sept	22	1988	232	68	2010	no	25	walk	315	yes	yes	no	yes	no	9	2	90	10000	yes	reading	Davis	front right	Winter08
male	right	brown	yes	yes	april	3	1988	237	67	2010	yes	18	walk	600	yes	yes	no	yes	yes	7	0	80	40000	yes	games	Kreigler	rear right	Winter08
female	right	brown	yes	yes	dec	17	1988	229	60	2010	yes	20	walk	497	yes	yes	no	yes	no	7	0	45	37000	no	swimming	Kreigler	front left	Winter08
female	right	brown	no	no	may	10	1984	284	66	2008	no	30	carpool		no	no	no	yes	yes	7	0	75	30000	yes	climbing	Davis	rear left	Winter08
male	right	brown	no	yes	april	13	1989	225	72	2011	yes	15	walk	98	yes	no	no	yes	yes	3	0	95	15000	no	Flirting	Davis	front right	Winter08
male	left	brown	no	yes	nov	21	1986	254	71	2009	no	20	walk	350	yes	no	no	yes	no	8	20	100	200000	yes	Guitar	Kreigler	front left	Winter08
female	right	brown	yes	yes	may	17	1986	260	60	2008	no	90	bus	300	yes	yes	no	yes	yes	7	2	120	35000	yes	jewelry making	Kreigler	rear right	Winter08
female	right	blue	no	yes	april	21	1988	237	67	2010	yes	20	walk	80	yes	yes	no	yes	yes	10	7	100	30000	yes	watching movies	Kreigler	front right	Winter08
female	right	blue	no	yes	nov	22	1987	242	78	2010	yes	20	walk	270	yes	no	no	yes	yes	8	18	110	25000	yes	playing music	Kreigler	front left	Winter08
female	right	brown	yes	yes	sept	29	1988	232	66	2010	yes	30	walk	200	yes	yes	no	yes	yes	9	0	60	10000	yes	piano	Kreigler	rear right	Winter08
female	right	brown	yes	yes	aug	12	1988	233	69	2010	yes	15	walk	300	yes	yes	no	yes	yes	7	0	95	47000	yes	none	Davis	front left	Winter08
female	right	brown	no	no	feb	2	1985	275	67	2008	no	15	bus	150	yes	yes	no	yes	no	8	0	0	20000	yes	Reading	Davis	rear right	Winter08
male	right	hazel	no	yes	dec	10	1987	241	79	2010	yes	12	walk	3000	yes	yes	yes	yes	yes	7	4	90	20000	no	basketball	Kreigler	rear left	Winter08
female	right	brown	yes	no	mar	16	1988	238	61	2011	yes	20	walk	800	yes	yes	no	yes	yes	6	0	100	20000	no	piano	Ioudina	front right	Winter08
female	right	blue	no	yes	nov	8	1984	278	68	2008	no	8	walk	834	yes	no	no	yes	yes	5	5	130	40000	yes	Miss America Pageants	Davis	front right	Winter08
female	right	brown	no	no	dec	26	1987	241	61	2010	yes	15	walk	350	yes	yes	no	yes	no	7	2	120	40000	no	Basketball	Kreigler	front right	Winter08
male	right	green	no	yes	nov	6	1987	242	72	2010	yes	15	walk	842	yes	no	yes	yes	yes	9	1	100	20000	yes	dance	Davis	front right	Winter08
male	right	brown	yes	yes	mar	19	1988	238	60	2010	yes	20	walk	250	yes	yes	no	yes	yes	5	0	90	30000	yes	Reading the Bible	Davis	rear right	Winter08
female	right	brown	no	yes	sept	26	1989	220	66	2011	yes	5	walk	510	yes	yes	no	yes	no	8	0	75	535000	yes	tennis	Kreigler	front right	Winter08
female	right	blue	yes	yes	jan	26	1988	240	65	2010	yes	20	walk	600	yes	yes	no	yes	yes	8.5	0	85	31000	yes	running	Kreigler	front left	Winter08
female	right	brown	yes	yes	may	7	1989	224	65	2011	yes	20	walk	250	yes	yes	yes	yes	yes	5	0	75	25000	no	dancing	Kreigler	front left	Winter08
female	right	brown	no	yes	july	12	1987	246	60	2009	no	15	walk	500	yes	yes	no	yes	no	4	0	120	5000	no	volunteer work	Davis	front right	Winter08
male	right	brown	yes	no	june	8	1989	223	69	2011	yes	15	walk	900	yes	yes	no	yes	yes	8	0	130	10000	yes	surfing	Kreigler	rear right	Winter08
female	right	brown	yes	no	aug	27	1988	233	58	2010	no	18	walk	800	no	no	no	yes	yes	6.5	0	95	40000	yes	spending time with my boyfriend	Kreigler	rear right	Winter08
female	right	blue	no	no	oct	9	1989	219	66	2011	yes	10	walk	575	yes	yes	no	yes	yes	4	1	120	55000	yes	traveling	Davis	rear left	Winter08
male	right	green	no	no	mar	25	1988	238	71	2010	no	10	car (by yourself)	422	yes	yes	yes	yes	yes	5	5	113	30000	no	surf	Davis	rear right	Winter08
female	right	brown	yes	yes	may	14	1987	248	64	2009	no	20	bus	600	yes	yes	no	yes	yes	0	0	90	20000	yes	shopping	Davis	front right	Winter08
female	right	brown	yes	yes	dec	1	1989	217	61	2011	yes	10	walk	300	yes	yes	no	yes	no	3	8	88	5000	yes	Piano	Kreigler	rear right	Winter08
female	right	brown	yes	yes	dec	26	1988	229	69	2011	yes	15	walk	112	yes	no	no	yes	yes	7	4	140	40000	yes	basketball	Kreigler	front right	Winter08
female	right	brown	yes	yes	june	30	1988	235	66	2010	yes	10	walk	400	yes	no	no	yes	yes	7	10	110	30000	no	Dance	Kreigler	front left	Winter08
female	left	brown	no	no	june	23	1989	223	61	2011	yes	20	walk	348	yes	yes	yes	yes	no	8	0	0	14007	yes	video games	Kreigler	front left	Winter08
male	right	brown	yes	yes	mar	24	1989	226	68	2011	yes	25	walk	798	yes	yes	yes	yes	yes	6	3	90	10000	no	music	Kreigler	front right	Winter08
female	right	green	yes	yes	april	10	1988	237	65.5	2010	no	12	walk	666	yes	yes	no	yes	yes	4	0	97	24000	yes	soccer	Kreigler	rear right	Winter08
female	right	brown	no	yes	jan	14	1988	240	63	2010	yes	17	walk	330	yes	yes	no	yes	yes	6	7	97	7857	no	none	Kreigler	front right	Winter08
