gender	hand	eyecolor	glasses	california	birthmonth	birthday	birthyear	ageinmonths	height	graduate	oncampus	time	walk	hsclass	HSCA	calculus	AP	cell	ipod	sleep	alcohol	speed	UCLA	book	relax	instructor	tire	Quarter
female	right	green	yes	no	april	23	1989	227	62	2011	yes	20	walk	470	yes	yes	no	yes	yes	10	0	90	20000	yes	Running	Davis	front right	Spring08
female	left	brown	yes	yes	feb	16	1987	253	63	2009	yes	15	walk		yes	no	no	yes	yes	8	8	95	10000	yes	hiking	Sugano	front left	Spring08
female	right	hazel	no	yes	april	17	1988	239	63.5	2010	yes	13	walk	564	yes	yes	no	yes	yes	8	0.5	95	34000	yes	dancing	Sugano	front right	Spring08
female	right	brown	yes	no	sept	3	1987	244	63	2010	yes	20	walk	200	no	yes	no	yes	yes	4	0	70	10000	yes	Drawing	Ioudina	front left	Spring08
female	right	brown	yes	yes	june	18	1989	224	66	2010	yes	15	walk	553	yes	yes	no	yes	yes	7	0	100	20000	yes	golf	Davis	rear right	Spring08
female	right	green	yes	no	feb	10	1988	241	65	2010	no	15	walk	660	yes	yes	no	yes	yes	8	0	70	5000	yes	tennis	Sugano	front right	Spring08
female	right	hazel	yes	yes	july	9	1989	224	67	2011	yes	15	walk	500	yes	no	no	yes	yes	6	0	85	25000	yes	going to the beach	Davis	rear right	Spring08
female	right	brown	yes	no	mar	28	1989	228	64	2011	yes	12	walk	2000	yes	yes	yes	yes	yes	10	0	110	25000	yes	Running	Ioudina	front left	Spring08
female	right	brown	yes	no	may	9	1989	226	63	2011	yes	15	walk	640	no	no	no	yes	yes	12	0	85	30000	no	reading	Sugano	rear left	Spring08
female	left	brown	yes	yes	sept	23	1988	234	62	2010	yes	18	walk	777	yes	yes	yes	yes	yes	7	6	110	5000	yes	playing the guitar and piano	Sugano	front left	Spring08
male	right	brown	yes	yes	july	31	1987	248	70	2010	yes	10	skateboard	800	yes	yes	no	yes	yes	10	4	100	40000	yes	Music Production	Ioudina	rear left	Spring08
male	right	brown	yes	no	jan	31	1989	230	68	2011	yes	15	walk	588	yes	yes	yes	yes	yes	7	0	100	30000	no	basketball	Davis	rear right	Spring08
female	right	brown	yes	yes	oct	18	1988	234	63	2010	yes	15	walk	500	yes	yes	yes	yes	yes	7	0	95	70000	yes	singing	Sugano	rear right	Spring08
female	right	hazel	no	yes	mar	21	1989	228	64	2011	no	45	car (by yourself)	596	yes	yes	no	yes	no	6	1	90	20000	yes	dancing	Sugano	front right	Spring08
female	right	brown	no	no	oct	21	1989	221	62	2011	yes	20	walk	350	yes	yes	no	yes	yes	2	0	90	30000	no	arts and crafts	Ioudina	front left	Spring08
female	left	blue	no	yes	july	7	1988	236	63	2010	yes	20	walk	700	yes	yes	no	yes	yes	7	0	90	10000	no	Working out	Davis	front right	Spring08
female	right	brown	no	no	sept	4	1988	243	64	2010	no	75	carpool	250	yes	yes	no	yes	no	6	0	75	18000	no	none	Sugano	rear right	Spring08
female	right	brown	no	no	sept	4	1988	234	64	2010	no	75	carpool	250	yes	yes	no	yes	no	6	0	75	18000	no	none	Sugano	rear left	Spring08
female	right	brown	no	no	dec	3	1988	231	63.5	2011	yes	30	walk	500	yes	yes	no	yes	no	10	0	50	5000	no	drawing	Sugano	rear right	Spring08
female	right	brown	yes	yes	mar	24	1988	240	62	2010	yes	20	walk	600	yes	yes	no	yes	yes	8	0	80	30000	yes	Tennis	Sugano	front left	Spring08
female	right	brown	no	yes	june	8	1989	216	63	2011	no	30	car (by yourself)	800	yes	yes	no	yes	yes	8	0	100	25000	no	shopping	Davis	rear left	Spring08
female	right	brown	no	yes	june	13	1989	224	70	2011	yes	15	walk	511	yes	yes	yes	yes	yes	6.5	0	95	20000	yes	Volleyball	Davis	rear left	Spring08
female	ambidextrous	brown	yes	yes	jan	13	1989	231	65		yes	16	walk	250	yes	no	no	yes	no	6	0	92	42000	yes	cartooning	Davis	front left	Spring08
female	right	brown	yes	yes	june	30	1989	225	61	2011	yes	16	walk	431	yes	yes	no	yes	yes	7	0	0	5000	yes	tennis	Davis	rear left	Spring08
female	right	brown	yes	yes	dec	26	1987	244	63	2010	yes	20	walk	800	yes	yes	no	yes	no	7	0	90	33000	yes	drawing	Davis	front left	Spring08
female	right	blue	no	yes	aug	1	1989	219	68	2011	yes	22	walk	450	yes	yes	no	yes	yes	9	5	110	20000	yes	snowboarding	Davis	front left	Spring08
female	left	hazel	no	yes	june	19	1989	225	66	2011	yes	10	walk	264	yes	no	no	yes	no	8	0	95	20000	yes	riding horses	Davis	front left	Spring08
female	right	brown	yes	no	aug	29	1987	248	62	2010	yes	15	walk	750	yes	yes	no	yes	yes	6	0	50	20000	yes	violin	Davis	rear right	Spring08
male	right	hazel	yes	no	june	2	1988	228	72	2010	no	20	car (by yourself)	60	no	yes	yes	yes	yes	6	0	80	30000	no	watching movies	Sugano	rear left	Spring08
male	right	brown	yes	yes	june	19	1989	225	70	2011	yes	16	walk	300	yes	yes	yes	yes	yes	7.5	0	90	23000	no	making beats	Sugano	rear left	Spring08
male	right	brown	no	yes	oct	10	1988	233	67	2010	yes	15	walk	500	yes	yes	no	yes	no	7	1	100	20000	no	basketball	Sugano	front left	Spring08
female	right	hazel	no	yes	dec	12	1988	232	62	2011	yes	12	walk	300	yes	yes	no	yes	yes	7	0	90	30000	yes	tennis	Davis	front right	Spring08
female	right	hazel	no	yes	dec	12	1988	232	62	2011	yes	12	walk	300	yes	yes	no	yes	yes	7	0	90	30000	yes	tennis	Davis	front right	Spring08
female	right	brown	no	no	sept	5	1988	233	61	2010	yes	20	walk	900	yes	yes	no	yes	yes	8	2	80	1000	yes	shopping	Sugano	front left	Spring08
male	right	blue	yes	yes	nov	17	1987	244	68	2010	no	10	walk	325	yes	yes	no	yes	yes	5	1	100	20000	no	Mountain Bikings	Davis	front left	Spring08
male	left	brown	yes	yes	mar	4	1988	241	68	2010	yes	15	walk	400	yes	yes	yes	yes	yes	8	0	90	40000	yes	Basketball	Davis	front left	Spring08
male	right	hazel	no	yes	aug	5	1988	231	71	2011	yes	7	skateboard	300	yes	yes	no	yes	yes	5	0	110	35000	no	Socializing	Sugano	front right	Spring08
female	right	brown	yes	yes	aug	20	1988	235	59	2010	yes	15	walk	700	yes	yes	no	yes	yes	7	0	100	10000	no	watching musicals	Sugano	front left	Spring08
female	right	brown	yes	no	aug	19	1988	235	62	2010	yes	14	walk	400	yes	yes	yes	yes	yes	9	0	55	20000	yes	Writing novels	Sugano	front right	Spring08
female	left	blue	no	yes	aug	11	1988	236	66	2010	yes	15	walk	500	yes	yes	no	yes	yes	8	0	100	20000	no	TV	Davis	front right	Spring08
male	right	brown	yes	yes	june	30	1989	225	66	2011	yes	10	walk	200	yes	yes	yes	yes	yes	7	0	90	22000	yes	Photography	Davis	front left	Spring08
female	right	brown	yes	yes	dec	9	1988	231	64	2011	yes	15	walk	165	yes	yes	no	yes	yes	5	0	131	10000	no	volleyball	Sugano	front right	Spring08
male	right	brown	no	yes	april	26	1988	239	71	2010	yes	10	skateboard	500	yes	yes	no	yes	yes	5	1	110	20000	no	basketball	Davis	front left	Spring08
female	right	brown	yes	yes	jan	2	1987	243	65	2008	no	20	walk	250	yes	yes	no	yes	yes	9	0	100	30000	yes	photography	Davis	front right	Spring08
female	right	brown	yes	no	jan	19	1988	240	62	2010	yes	10	walk	880	yes	yes	yes	yes	no	7	0	70	1060	yes	Reading	Davis	rear left	Spring08
female	right	brown	yes	yes	dec	19	1988	231	61	2011	yes	20	walk	860	yes	no	no	yes	yes	8	0	70	18000	yes	pingpong	Davis	front right	Spring08
female	right	brown	yes	yes	may	17	1988	238	67	2010	no	15	walk	92	yes	yes	no	yes	yes	8	1	100	30000	yes	traveling	Davis	front right	Spring08
male	right	brown	yes	yes	june	22	1988	228	64.8	2010	no	10	bus	106	yes	yes	no	yes	yes	4	0	100	24000	yes	none	Davis	front right	Spring08
female	right	brown	yes	yes	feb	23	1989	229	64	2011	yes	15	walk	700	yes	no	yes	yes	yes	6	15	110	24000	yes	reading	Ioudina	rear left	Spring08
male	right	brown	yes	no	feb	17	1986	266	70	2009	no	11	carpool	202	no	yes	no	yes	yes	6	0	141	20000	no	music	Sugano	front right	Spring08
male	right	brown	yes	yes	dec	19	1988	232	68	2011	yes	10	walk	230	yes	yes	no	yes	yes	7	0	90	40000	no	Tennis	Sugano	front left	Spring08
male	right	brown	yes	yes	feb	11	1989	222	68	2011	yes	8	walk	403	yes	yes	yes	yes	yes	6	0	65	30000	no	Guitar	Sugano	rear left	Spring08
male	right	gray	no	yes	july	16	1989	224	69	2011	yes	11	walk	568	yes	yes	no	yes	yes	5	0	104	22362	no	World of Warcraft	Ioudina	front right	Spring08
male	left	brown	no	yes	july	30	1988	237	72	2010	yes	15	walk	300	yes	no	no	yes	yes	7	8	95	15000	no	basketball	Sugano	rear left	Spring08
female	right	green	yes	yes	nov	11	1989	221	67	2011	yes	12	walk	225	yes	yes	no	yes	yes	6	0	93		yes	swimming	Davis	rear right	Spring08
female	right	green	yes	yes	mar	3	1988	241	64	2010	yes	15	walk	370	no	no	no	yes	yes	7	0	80	37000	yes	Debate	Sugano	front right	Spring08
female	left	brown	no	yes	jan	22	1988	243	62	2010	yes	15	walk	532	yes	yes	no	yes	yes	6	0	100	25000	no	playing tennis	Davis	rear left	Spring08
female	right	brown	yes	no	june	21	1988	237	65	2010	yes	15	walk	400	yes	yes	yes	yes	yes	4	0	75	10000	yes	tennis	Sugano	front right	Spring08
male	right	other	yes	yes	may	1	1989	226	73	2011	yes	13	walk	745	yes	yes	no	yes	yes	7	0	85	40000	yes	music: listening, playing, watching, whatever	Sugano	front left	Spring08
female	left	hazel	no	yes	sept	2	1987	247	68	2009	no	20	walk	400	yes	yes	no	yes	yes	7	5	95	30000	yes	surfing	Davis	rear left	Spring08
female	right	brown	yes	yes	jan	26	1989	230	66	2011	yes	15	walk	530	yes	yes	no	yes	yes	6	0	95	50000	yes	swimming	Davis	front right	Spring08
female	right	brown	no	yes	july	30	1987	244	66	2010	no	14	walk	500	yes	yes	no	yes	no	8	2	100	27000	yes	pole vaulting	Davis	front right	Spring08
male	right	brown	no	no	nov	19	1987	246	75	2009	yes	15	walk	400	yes	yes	no	yes	yes	7	3	115	25000	no	Soccer	Sugano	rear right	Spring08
male	right	brown	yes	no	sept	21	1988	234	62	2010	yes	15	walk	405	yes	yes	no	yes	yes	6	0	95	10000	no	Badminton	Davis	rear left	Spring08
female	right	brown	yes	yes	july	27	1987	244	63	2009	no	20	walk	550	yes	no	no	yes	yes	7.5	0	85	10000	yes	Dance	Davis	front right	Spring08
male	left	brown	no	yes	sept	5	1986	260	71	2010	yes	13	walk	550	yes	yes	no	yes	no	7	0	110	30000	no	basketball, piano	Davis	front right	Spring08
male	right	brown	yes	yes	aug	25	1988	236	60	2010	yes	10	walk	700	yes	yes	no	yes	yes	8	0	75	10000	yes	Golf	Ioudina	front right	Spring08
female	right	blue	yes	no	nov	2	1988	233	61	2011	yes	25	walk	1011	no	yes	no	yes	yes	9		110	30000	yes	Sailing	Davis	front left	Spring08
male	right	hazel	no	yes	feb	6	1987	254	72	2009	yes	25	walk	252	yes	yes	no	yes	yes	1	75	142	17652	no	Beer Pong	Davis	rear right	Spring08
male	right	brown	no	yes	may	10	1989	226	72	2011	yes	15	walk	750	yes	yes	no	yes	yes	6.5	0	110	50000	yes	guitar	Davis	front right	Spring08
male	ambidextrous	hazel	no	yes	jan	28	1989	230	71	2011	yes	17	walk	240	yes	yes	no	yes	no	6	25	135	25000	yes	none	Sugano	rear left	Spring08
male	left	brown	yes	no	dec	31	1988	231	73	2011	yes	10	walk	1500	no	yes	no	yes	yes	8	5	100	30000	no	basketball	Sugano	front left	Spring08
female	right	green	no	yes	oct	10	1987	246	66	2009	no	20	walk	300	yes	no	no	yes	yes	8	1	85	5000	yes	Art	Davis	front right	Spring08
female	left	brown	yes	yes	june	21	1986	263	62	2008	yes	90	bus	273	yes	yes	no	yes	yes	3	0	0	8000	yes	reading	Davis	front left	Spring08
female	right	brown	yes	yes	april	27	1989	216	63	2011	yes	15	walk	650	yes	no	no	yes	yes	6	0	120	8000	yes	playing my guitar	Davis	front right	Spring08
female	right	brown	yes	yes	sept	30	1989	233	63	2011	yes	15	walk	500	yes	yes	no	yes	yes	6	0	80	25000	yes	frisbee	Sugano	front left	Spring08
female	right	brown	yes	yes	mar	3	1988	228	63	2010	yes	20	walk	300	yes	yes	no	yes	yes	6	0	85	3500	no	watching tv	Sugano	rear right	Spring08
female	right	brown	yes	yes	sept	3	1988	235	67	2010	yes	13	walk	530	yes	yes	no	yes	yes	5	0	100	25000	yes	watching movies	Davis	rear right	Spring08
male	right	brown	yes	no	aug	27	1988	236	64	2010	yes	15	walk	625	yes	yes	no	yes	no	7	1	90	60000	no	basketball	Davis	front left	Spring08
male	right	brown	no	yes	jan	11	1989	231	67	2011	yes	15	walk	400	yes	yes	no	yes	yes	8	0	110		yes	Video Games	Davis	front right	Spring08
male	right	brown	yes	yes	dec	9	1988	231	70	2011	yes	15	walk	800	yes	yes	no	yes	yes	8	0	110	10000	no	Sing	Sugano	rear left	Spring08
female	right	brown	yes	no	july	14	1988	236	63	2010	yes	15	walk	870	yes	yes	no	yes	yes	7.5	1	85	30000	yes	reading the Bible	Davis	rear left	Spring08
male	right	brown	no	yes	may	27	1989	227	66	2011	yes	15	walk	600	yes	yes	no	yes	yes	6	0	80	20000	yes	watching movies	Davis	rear right	Spring08
male	right	brown	no	yes	may	27	1989	227	66	2011	yes	15	walk	600	yes	yes	no	yes	yes	6	0	80	16000	yes	watching movies	Davis	rear right	Spring08
male	right	brown	no	yes	may	27	1989	227	66	2011	yes	15	walk	600	yes	yes	no	yes	yes	6	0	80	20000	yes	watching movies	Davis	rear right	Spring08
male	right	gray	yes	no	july	22	1985	273	56	2010	no	15	walk	250	no	yes	no	yes	yes	8	0	90	35000	yes	None	Davis	rear right	Spring08
male	right	hazel	no	yes	june	8	1986	262	72	2008	no	30	walk	300	yes	yes	no	yes	yes	10	10	145	30000	no	Skiing	Davis	front left	Spring08
female	right	blue	no	no	jan	18	1989	230	63	2011	yes	20	walk	500	no	yes	no	yes	yes	7	5	100	50000	yes	soccer	Davis	rear right	Spring08
female	right	brown	yes	no	feb	23	1988	241	65	2010	yes	15	walk	532	yes	yes	no	yes	no	5.5	0	90	21000	no	photography	Davis	front right	Spring08
female	right	brown	yes	yes	sept	30	1989	219	64	2011	yes	12	walk	516	yes	yes	yes	yes	yes	8	3	100	35000	no	dancing	Davis	rear left	Spring08
female	right	brown	yes	yes	july	10	1989	225	63	2011	yes	20	walk	200	yes	yes	no	yes	yes	8	18	80	45000	yes	dance	Sugano	front right	Spring08
female	right	brown	yes	yes	june	11	1988	238	60	2010	yes	13	walk	520	yes	yes	no	yes	no	5	0	80	100000	no	tennis	Davis	rear right	Spring08
female	right	brown	no	no	dec	26	1987	243	61	2010	yes	15	walk	312	yes	yes	no	yes	no	7	2	125	60000	no	basketball	Davis	front right	Spring08
male	right	brown	yes	no	april	11	1988	240	67	2010	yes	20	walk	296	no	yes	no	yes	yes	7	0	80	35000	yes	guitar	Davis	front left	Spring08
male	right	blue	no	yes	oct	4	1988	234	71	2010	yes	15	walk	700	yes	yes	yes	yes	yes	7	0	109	40000	yes	soccer	Sugano	front left	Spring08
male	left	brown	yes	yes	may	1	1988	228	74	2010	yes	7	skateboard	800	yes	yes	no	yes	yes	8	8	110	10000	no	Basketball	Sugano	front left	Spring08
male	right	brown	no	no	june	2	1988	239	74	2010	no	8	car (by yourself)	155	no	yes	no	yes	yes	6	0	120	14000	yes	Basketball	Davis	front right	Spring08
female	right	brown	no	yes	july	1	1988	232	64	2010	yes	17	walk	290	yes	yes	no	yes	yes	7	8	85	15000	no	dancing	Sugano	front right	Spring08
female	right	brown	yes	yes	oct	28	1988	231	66	2010	yes	20	walk	240	yes	yes	no	yes	yes	7	1	90	20000	no	shopping	Davis	front right	Spring08
female	right	brown	yes	yes	july	14	1986	260	66	2008	yes	14	walk	73	yes	yes	no	yes	yes	5	14	120	38000	yes	ballet	Davis	front right	Spring08
female	right	brown	no	yes	feb	25	1988	240	60	2010	yes	30	walk	500	yes	yes	no	yes	yes	6	1	70		yes	none	Davis	front right	Spring08
female	right	brown	yes	yes	may	25	1988	238	63	2010	yes	13	walk	426	yes	yes	yes	yes	yes	6	0	75	10000	no	music	Davis	rear right	Spring08
female	right	brown	yes	yes	april	3	1988	240	62	2010	no	25	walk	520	yes	yes	no	yes	yes	5	0	50	25000	yes	Writing	Davis	front left	Spring08
female	right	brown	yes	no	oct	15	1988	228	62	2011	yes	15	walk	600	yes	no	no	yes	yes	6	0	100	2000	yes	Singing	Davis	front right	Spring08
female	right	brown	yes	yes	april	18	1989	227	65	2011	yes	15	walk	650	yes	yes	no	yes	yes	7.5	0	85	40000	yes	basketball	Davis	rear left	Spring08
female	right	green	no	yes	mar	10	1989	228	67	2011	yes	15	walk	88	yes	no	no	yes	yes	9	2.5	70	25000	yes	painting	Davis	front right	Spring08
male	right	brown	no	yes	july	1	1988	237	68	2009	yes	15	walk	530	yes	no	no	yes	yes	6	2	90	40000	yes	Gymnastics	Davis	front right	Spring08
female	right	brown	yes	yes	oct	22	1989	216	65	2011	no	40	bus	350	yes	no	no	yes	yes	8	0	75	9000	yes	eating	Davis	rear right	Spring08
female	right	brown	yes	no	april	1	1989	228	63	2011	yes	20	walk	480	yes	yes	no	yes	no	8	0	70	5000	yes	running	Davis	rear left	Spring08
male	right	blue	no	yes	jan	26	1989	230	76	2011	yes	12	walk	400	yes	yes	no	yes	yes	8	2	100	25000	yes	Fantasy Sports	Sugano	rear right	Spring08
male	right	blue	no	yes	aug	27	1989	223	73	2011	yes	12	walk	500	yes	yes	yes	yes	yes	9	10	120	50000	yes	Smoking weed.	Sugano	front right	Spring08
female	right	blue	yes	no	jan	19	1989	228	73	2011	yes	20	walk	800	no	yes	no	yes	yes	7	0	100	65764	yes	piano	Ioudina	front left	Spring08
female	right	blue	no	yes	nov	11	1989	220	64	2011	yes	20	walk	98	yes	yes	no	yes	yes	8	0	85	9000	yes	Guitar	Ioudina	front right	Spring08
female	right	blue	no	yes	aug	4	1989	224	64	2011	yes	15	walk	400	yes	yes	no	yes	no	7	1	85	7000	yes	running	Sugano	front left	Spring08
female	right	brown	yes	yes	june	23	1989	226	67	2010	yes	15	walk	360	yes	no	no	yes	yes	9	0	95	30000	yes	running	Sugano	front right	Spring08
female	right	hazel	no	no	jan	27	1987	254	72	2009	no	10	walk	1000	no	no	no	yes	yes	8	2	100	25000	yes	volleyball	Sugano	front left	Spring08
male	right	green	no	yes	july	17	1989	224	70	2011	yes	15	walk	86	yes	yes	no	yes	yes	7	3	100	30000	no	watching movies	Ioudina	rear right	Spring08
female	right	green	yes	yes	jan	8	1988	243	60	2010	yes	15	walk	700	yes	yes	no	yes	yes	5	1	90	20000	no	none	Ioudina	rear left	Spring08
male	right	brown	yes	no	oct	28	1988	234	73	2010	yes	15	walk	700	yes	yes	no	yes	yes	8	4	120	25000	no	outdoors stuff	Ioudina	front right	Spring08
female	right	brown	yes	yes	nov	27	1988	232	62	2010	yes	15	walk	150	yes	yes	no	yes	yes	4	1	95	35000	yes	running	Ioudina	front right	Spring08
male	right	green	yes	yes	jan	15	1988	243	75	2009	yes	50	car (by yourself)	145	yes	yes	no	yes	yes	6.5	0	120	25000	no	soccer	Ioudina	front right	Spring08
female	right	blue	no	yes	aug	19	1989	223	66	2011	yes	15	walk	175	yes	yes	no	yes	yes	6	1	85	10000	yes	Mock Trial	Ioudina	front left	Spring08
female	right	hazel	yes	no	june	10	1989	226	66	2011	yes	20	walk	350	yes	yes	no	yes	yes	8	4	85	20000	yes	running	Sugano	front right	Spring08
female	right	brown	no	yes	july	10	1989	216	65	2011	yes	20	walk	201	yes	yes	no	yes	yes	7	0	90	30000	no	watching movies	Ioudina	front right	Spring08
male	right	hazel	yes	yes	jan	6	1986	267	73	2009	no	15	car (by yourself)	60	yes	yes	no	yes	yes	7	1	110	23000	yes	hiking	Ioudina	front right	Spring08
female	right	blue	no	yes	aug	19	1989	223	66	2011	yes	15	walk	175	yes	yes	no	yes	yes	6	1	85	10000	yes	Mock Trial	Ioudina	front left	Spring08
female	right	blue	yes	no	april	9	1986	252	65	2010	no	13	carpool	62	yes	yes	no	yes	yes	9	0	110	18000	yes	cooking	Sugano	rear right	Spring08
female	right	brown	yes	yes	sept	14	1988	231	69	2010	yes	12	walk	560	yes	yes	yes	yes	yes	8	50	85	20000	yes	shabbat	Sugano	front left	Spring08
male	right	brown	no	yes	april	8	1989	228	60	2011	yes	15	walk	750	yes	yes	no	yes	yes	8	0	135	26000	yes	listening to music	Ioudina	front right	Spring08
female	right	brown	yes	yes	mar	4	1988	241	64	2010	yes	20	walk	254	yes	yes	no	yes	yes	8	0	80	50000	yes	Making clothes	Ioudina	front right	Spring08
female	left	blue	yes	no	july	20	1989	225	65	2011	yes	10	walk	250	yes	yes	no	yes	yes	8	0	100	50000	yes	reading	Ioudina	rear left	Spring08
female	right	brown	yes	no	nov	14	1988	228	62	2011	yes	15	walk	500	yes	yes	no	yes	yes	5	0	42	40000	no	computer games	Ioudina	rear left	Spring08
male	right	brown	yes	yes	june	12	1988	238	64	2010	no	15	walk	12	no	no	no	yes	yes	7	0	95	29000	yes	Taekwondo	Ioudina	front right	Spring08
male	right	blue	no	yes	april	7	1986	264	76	2009	yes	15	walk	800	yes	no	no	yes	yes	4	5	145	15000	yes	LSD and Muay Thai	Ioudina	front right	Spring08
female	ambidextrous	brown	no	yes	oct	25	1989	221	68	2011	yes	15	walk	500	yes	yes	yes	yes	yes	5	0	90	30000	no	dance	Ioudina	front left	Spring08
female	right	blue	yes	yes	jan	10	1988	242	71	2010	no	5	motorcycle	1100	yes	yes	no	yes	yes	5	8	110	30000	no	working out	Davis	front right	Spring08
female	right	hazel	yes	no	july	17	1987	249	66	2009	no	25	bus	350	yes	yes	no	yes	yes	5	3	90	35000	yes	Singing	Sugano	rear left	Spring08
female	right	green	yes	yes	jan	27	1988	242	66	2010	yes	10	walk	150	yes	yes	no	yes	yes	7	1	85	30000	yes	Sailing	Davis	front right	Spring08
female	right	hazel	no	yes	june	4	1989	226	63	2011	yes	20	walk	435	yes	yes	no	yes	yes	10	5	85	40000	yes	Soccer	Ioudina	rear right	Spring08
male	right	brown	no	yes	july	27	1988	236	70	2010	yes	25	walk	256	yes	yes	no	yes	yes	7.5	0	50	40000	yes	Video Games	Ioudina	rear left	Spring08
female	right	gray	no	yes	oct	4	1989	222	67	2011	yes	15	walk	365	yes	yes	no	yes	yes	8	1	120	30000	yes	listening to music	Ioudina	front right	Spring08
male	right	brown	yes	no	aug	19	1988	236	72	2011	yes	20	walk	500	yes	yes	yes	yes	yes	6	1	145	40000	no	Guitar, basketball	Ioudina	rear left	Spring08
male	right	brown	yes	yes	oct	4	1988	226	70	2010	yes	7	bicycle	1900	yes	yes	no	yes	no	6	0	107	35000	yes	Reading my Bible	Ioudina	front right	Spring08
male	right	brown	no	yes	may	10	1990	215	72	2011	yes	12	walk	550	yes	yes	no	yes	no	8	0	60	35000	no	soccer	Ioudina	rear right	Spring08
male	right	brown	no	yes	mar	31	1987	252	70	2009	no	20	walk	500	no	no	no	yes	yes	9	5	140	20000	no	Snowboarding	Ioudina	front left	Spring08
female	right	brown	no	no	feb	17	1987	254	66	2009	no	30	bus	460	yes	no	no	yes	yes	6	0	25	60000	yes	swimming	Ioudina	front right	Spring08
male	right	brown	yes	yes	nov	3	1988	232	67	2011	yes	20	walk	300	yes	yes	no	yes	yes	8	0.5	80	5000	yes	art	Ioudina	rear left	Spring08
female	right	brown	yes	yes	mar	3	1988	241	71	2010	yes	15	walk	170	yes	yes	no	yes	yes	8	0	85	40000	yes	singing	Ioudina	front left	Spring08
female	right	brown	yes	yes	jan	13	1989	232	68	2011	no	45	bus	560	yes	yes	no	yes	yes	6	0	55	39000	yes	reading	Ioudina	front left	Spring08
female	right	hazel	no	yes	feb	11	1989	229	65	2011	yes	60	carpool	56	yes	yes	no	yes	yes	5	0	45	40000	no	hockey	Ioudina	rear left	Spring08
female	right	brown	no	yes	feb	2	1988	242	66	2010	yes	15	walk	700	yes	yes	no	yes	yes	3	2		5000	no	sleeping	Ioudina	rear right	Spring08
female	left	brown	no	yes	feb	3	1988	242	67	2010	yes	12	walk	400	yes	yes	no	yes	yes	6	15	125	5000	no	sleeping	Ioudina	rear left	Spring08
male	left	blue	no	no	feb	14	1989	229	70	2011	yes	12	walk	695	yes	yes	no	yes	yes	5	6	98	30000	no	working out	Ioudina	rear left	Spring08
female	right	brown	no	yes	feb	6	1988	241	62	2010	yes	20	walk	665	yes	yes	no	yes	yes	9	3	120	27000	no	beach	Ioudina	front right	Spring08
male	right	blue	yes	yes	nov	11	1983	295	68	2011	no	10	walk	600	yes	yes	yes	yes	yes	4	5	95	20000	no	Snowboarding, surfing, skateboarding, Programming	Ioudina	rear left	Spring08
female	left	brown	yes	yes	feb	9	1989	229	65	2011	yes	15	walk	256	yes	no	no	yes	yes	7	0	130	20000	no	Photography	Davis	rear left	Spring08
male	right	green	yes	yes	aug	29	1989	208	71	2011	yes	15	walk	700	yes	yes	no	yes	yes	8	2	90	25000	yes	sports	Ioudina	front right	Spring08
male	right	brown	yes	yes	jan	27	1988	244	58	2010	yes	20	walk	1000	yes	yes	yes	yes	no	7	1	90	20000	yes	soccer	Ioudina	front right	Spring08
male	right	brown	yes	no	jan	1	1984	288	60	2010	no	40	car (by yourself)	60	no	yes	no	yes	no	8	0	100	10000	no	basketball	Ioudina	front left	Spring08
male	right	brown	yes	no	aug	26	1988	224	68.9	2009	no	35	bus	42	no	yes	no	yes	yes	7	0	90	35000	yes	table tennis	Ioudina	front right	Spring08
female	left	brown	yes	yes	aug	21	1986	272	58	2008	no	60	bicycle	300	yes	no	no	no	yes	4	2	100	23000	yes	biking	Ioudina	front right	Spring08
female	right	brown	yes	yes	feb	14	1990	217	63	2011	yes	25	walk	267	yes	yes	no	yes	yes	8	0	85	35000	yes	Dance	Davis	front right	Spring08
female	right	blue	yes	yes	mar	9	1989	229	72	2011	yes	15	motorcycle	740	yes	no	yes	yes	yes	8	0	90	20000	yes	beach volleyball	Davis	rear left	Spring08
female	right	brown	yes	yes	dec	29	1987	243	65	2010	yes	10	walk	256	yes	no	no	yes	no	8	0	20	30000	yes	reading	Davis	rear left	Spring08
female	right	brown	no	yes	dec	8	1987	232	65	2010	no	10	motorcycle	200	yes	no	no	yes	yes	7	2	110	30000	yes	swimming	Davis	front right	Spring08
female	right	blue	yes	yes	feb	13	1985	277	60	2009	no	60	car (by yourself)	55	yes	no	no	yes	yes	10	0	110	100000	yes	writing	Davis	rear left	Spring08
male	right	hazel	no	yes	june	20	1989	224	72	2011	yes	15	walk	670	yes	yes	no	yes	yes	7	0	100	20000	yes	Running	Davis	front right	Spring08
male	right	brown	no	no	oct	20	1989	221	67	2011	yes	5	skateboard	400	yes	yes	yes	yes	yes	6	6	110	38642	no	guitar	Sugano	front left	Spring08
male	right	brown	yes	yes	mar	1	1989	228	67	2011	yes	15	walk	300	yes	yes	yes	yes	yes	7	5	117	30000	yes	music	Ioudina	front left	Spring08
female	right	brown	yes	yes	feb	27	1989	229	65	2011	yes	13	walk	600	yes	yes	no	yes	yes	8	1	110	20000	yes	tennis	Ioudina	rear left	Spring08
female	right	brown	no	yes	july	7	1988	232	64	2010	yes	25	walk	2000	yes	no	no	yes	yes	6	1	95	20000	yes	Shopping	Ioudina	rear right	Spring08
male	right	brown	yes	no	jan	8	1989	231	65	2011	yes	20	walk	432	no	yes	yes	yes	yes	12	2	130	30000	yes	photography	Ioudina	front left	Spring08
